title,company,location,date,category,full_text,source
Data EngineerHela Apparel HoldingsColombo23 Feb 202623 Feb,Hela Apparel Holdings,,2026-02-23T11:46:53+05:30,AI and Data,Data Engineer Hela Apparel Holdings Colombo 23 Feb 2026 23 Feb,itpro.lk
Data Product ManagerHela Apparel HoldingsColombo23 Feb 202623 Feb,Hela Apparel Holdings,,2026-02-23T11:45:00+05:30,AI and Data,Data Product Manager Hela Apparel Holdings Colombo 23 Feb 2026 23 Feb,itpro.lk
AI Practice Lead / Data ArchitectHela Apparel HoldingsColombo23 Feb 202623 Feb,Hela Apparel Holdings,,2026-02-23T11:43:14+05:30,AI and Data,AI Practice Lead / Data Architect Hela Apparel Holdings Colombo 23 Feb 2026 23 Feb,itpro.lk
Recovery Data Analyst - Device Financing (Senior Executive Grade)Fintrex Finance PLCColombo14 Feb 202614 Feb,Fintrex Finance PLC,,2026-02-14T09:21:18+05:30,AI and Data,Recovery Data Analyst - Device Financing (Senior Executive Grade) Fintrex Finance PLC Colombo 14 Feb 2026 14 Feb,itpro.lk
Data Analyst - Power BINDB Capital HoldingsColombo12 Feb 202612 Feb,NDB Capital Holdings,,2026-02-12T10:22:52+05:30,AI and Data,Data Analyst - Power BI NDB Capital Holdings Colombo 12 Feb 2026 12 Feb,itpro.lk
Senior Machine Learning EngineerCeylon Dazzling Dev HoldingRemote09 Feb 202609 Feb,Ceylon Dazzling Dev Holding,,2026-02-09T04:47:51+05:30,AI and Data,Senior Machine Learning Engineer Ceylon Dazzling Dev Holding Remote 09 Feb 2026 09 Feb,itpro.lk
Business AnalystPacificKodeColombo02 May 202602 May,PacificKode,,2026-05-02T09:57:05+05:30,Management and Business,Business Analyst PacificKode Colombo 02 May 2026 02 May,itpro.lk
Technical Project ManagerPacificKodeColombo01 May 202601 May,PacificKode,,2026-05-01T14:44:08+05:30,Management and Business,Technical Project Manager PacificKode Colombo 01 May 2026 01 May,itpro.lk
Business Analyst InternHotfix TechRemote01 May 202601 May,Hotfix Tech,,2026-05-01T12:16:48+05:30,Management and Business,Business Analyst Intern Hotfix Tech Remote 01 May 2026 01 May,itpro.lk
"Project Management InternSisenco DigitalKottawa, Colombo01 May 202601 May",Sisenco Digital,,2026-05-01T12:06:38+05:30,Management and Business,"Project Management Intern Sisenco Digital Kottawa, Colombo 01 May 2026 01 May",itpro.lk
Operations InternXavier AIColombo01 May 202601 May,Xavier AI,,2026-05-01T09:54:54+05:30,Management and Business,Operations Intern Xavier AI Colombo 01 May 2026 01 May,itpro.lk
IT Operations ManagerVsoft TechnologiesKandy28 Apr 202628 Apr,Vsoft Technologies,,2026-04-28T23:29:40+05:30,Management and Business,IT Operations Manager Vsoft Technologies Kandy 28 Apr 2026 28 Apr,itpro.lk
IT Sales Executive (WFH)Loopz Global (Pvt) LtdRemote27 Apr 202627 Apr,Loopz Global (Pvt) Ltd,,2026-04-27T15:03:29+05:30,Management and Business,IT Sales Executive (WFH) Loopz Global (Pvt) Ltd Remote 27 Apr 2026 27 Apr,itpro.lk
Project Manager (Delivery Management / Project Coordination)VitalHub Innovations LabColombo24 Apr 202624 Apr,VitalHub Innovations Lab,,2026-04-24T18:36:48+05:30,Management and Business,Project Manager (Delivery Management / Project Coordination) VitalHub Innovations Lab Colombo 24 Apr 2026 24 Apr,itpro.lk
Technical Project ManagerdxdyColombo20 Apr 202620 Apr,dxdy,,2026-04-20T17:34:08+05:30,Management and Business,Technical Project Manager dxdy Colombo 20 Apr 2026 20 Apr,itpro.lk
AccountantGamage Recruiters (Pvt) LtdColombo20 Apr 202620 Apr,Gamage Recruiters (Pvt) Ltd,,2026-04-20T12:20:19+05:30,Management and Business,Accountant Gamage Recruiters (Pvt) Ltd Colombo 20 Apr 2026 20 Apr,itpro.lk
DGM Supply ChainGamage Recruiters (Pvt) LtdColombo20 Apr 202620 Apr,Gamage Recruiters (Pvt) Ltd,,2026-04-20T12:18:02+05:30,Management and Business,DGM Supply Chain Gamage Recruiters (Pvt) Ltd Colombo 20 Apr 2026 20 Apr,itpro.lk
Sales Executive - LogisticsGamage Recruiters (Pvt) LtdColombo20 Apr 202620 Apr,Gamage Recruiters (Pvt) Ltd,,2026-04-20T08:54:58+05:30,Management and Business,Sales Executive - Logistics Gamage Recruiters (Pvt) Ltd Colombo 20 Apr 2026 20 Apr,itpro.lk
Customer Service & Documentation Executive (Air Cargo GSA)Gamage Recruiters (Pvt) LtdColombo20 Apr 202620 Apr,Gamage Recruiters (Pvt) Ltd,,2026-04-20T08:44:26+05:30,Management and Business,Customer Service & Documentation Executive (Air Cargo GSA) Gamage Recruiters (Pvt) Ltd Colombo 20 Apr 2026 20 Apr,itpro.lk
Intern – Project ManagerSurecore (Pvt) LtdColombo20 Apr 202620 Apr,Surecore (Pvt) Ltd,,2026-04-20T07:41:27+05:30,Management and Business,Intern – Project Manager Surecore (Pvt) Ltd Colombo 20 Apr 2026 20 Apr,itpro.lk
Call Center Executive (Inbound & Outbound)BR LankaColombo18 Apr 202618 Apr,BR Lanka,,2026-04-18T21:15:01+05:30,Management and Business,Call Center Executive (Inbound & Outbound) BR Lanka Colombo 18 Apr 2026 18 Apr,itpro.lk
Office AssistantLuxora International Pvt LtdColombo18 Apr 202618 Apr,Luxora International Pvt Ltd,,2026-04-18T11:17:27+05:30,Management and Business,Office Assistant Luxora International Pvt Ltd Colombo 18 Apr 2026 18 Apr,itpro.lk
HR AssistantLight Box Pvt LtdColombo18 Apr 202618 Apr,Light Box Pvt Ltd,,2026-04-18T11:17:13+05:30,Management and Business,HR Assistant Light Box Pvt Ltd Colombo 18 Apr 2026 18 Apr,itpro.lk
Senior Project Manager - Core Banking Digital TransformationWisdom RecruitmentSColombo15 Apr 202615 AprActively reviewing applications,Wisdom RecruitmentS,,2026-04-15T11:17:42+05:30,Management and Business,Senior Project Manager - Core Banking Digital Transformation Wisdom RecruitmentS Colombo 15 Apr 2026 15 Apr Actively reviewing applications,itpro.lk
AI Business Analyst – Intern / GraduateCoderraColombo13 Apr 202613 Apr,Coderra,,2026-04-13T18:30:36+05:30,Management and Business,AI Business Analyst – Intern / Graduate Coderra Colombo 13 Apr 2026 13 Apr,itpro.lk
Intern Business Analyst – ITCeycertColombo09 Apr 202609 Apr,Ceycert,,2026-04-09T09:24:43+05:30,Management and Business,Intern Business Analyst – IT Ceycert Colombo 09 Apr 2026 09 Apr,itpro.lk
Junior Executive - HRGamage Recruiters (Pvt) LtdColombo09 Apr 202609 Apr,Gamage Recruiters (Pvt) Ltd,,2026-04-09T09:16:18+05:30,Management and Business,Junior Executive - HR Gamage Recruiters (Pvt) Ltd Colombo 09 Apr 2026 09 Apr,itpro.lk
Executive FinanceGamage Recruiters (Pvt) LtdColombo09 Apr 202609 Apr,Gamage Recruiters (Pvt) Ltd,,2026-04-09T09:09:01+05:30,Management and Business,Executive Finance Gamage Recruiters (Pvt) Ltd Colombo 09 Apr 2026 09 Apr,itpro.lk
Sales CoordinatorCloud PartnersColombo09 Apr 202609 Apr,Cloud Partners,,2026-04-09T08:24:23+05:30,Management and Business,Sales Coordinator Cloud Partners Colombo 09 Apr 2026 09 Apr,itpro.lk
Junior Sales Representative (Software/Engineering)Silverline ITRagama08 Apr 202608 Apr,Silverline IT,,2026-04-08T10:17:52+05:30,Management and Business,Junior Sales Representative (Software/Engineering) Silverline IT Ragama 08 Apr 2026 08 Apr,itpro.lk
Finances ExecutiveGamage Recruiters (Pvt) LtdColombo08 Apr 202608 Apr,Gamage Recruiters (Pvt) Ltd,,2026-04-08T09:26:02+05:30,Management and Business,Finances Executive Gamage Recruiters (Pvt) Ltd Colombo 08 Apr 2026 08 Apr,itpro.lk
Admin ExecutiveGamage Recruiters (Pvt) LtdColombo08 Apr 202608 Apr,Gamage Recruiters (Pvt) Ltd,,2026-04-08T09:23:41+05:30,Management and Business,Admin Executive Gamage Recruiters (Pvt) Ltd Colombo 08 Apr 2026 08 Apr,itpro.lk
Customer Service & Sales Executive (US Shift)KD Marketing GroupRemote07 Apr 202607 Apr,KD Marketing Group,,2026-04-07T23:06:04+05:30,Management and Business,Customer Service & Sales Executive (US Shift) KD Marketing Group Remote 07 Apr 2026 07 Apr,itpro.lk
Web Project ManagerEbeyonds (Pvt) LtdColombo07 Apr 202607 Apr,Ebeyonds (Pvt) Ltd,,2026-04-07T15:15:37+05:30,Management and Business,Web Project Manager Ebeyonds (Pvt) Ltd Colombo 07 Apr 2026 07 Apr,itpro.lk
Accounts and Admin ExecutiveGamage Recruiters (Pvt) LtdColombo07 Apr 202607 Apr,Gamage Recruiters (Pvt) Ltd,,2026-04-07T12:18:39+05:30,Management and Business,Accounts and Admin Executive Gamage Recruiters (Pvt) Ltd Colombo 07 Apr 2026 07 Apr,itpro.lk
Executive Assistant to ChairmanGamage Recruiters (Pvt) LtdColombo07 Apr 202607 Apr,Gamage Recruiters (Pvt) Ltd,,2026-04-07T12:03:53+05:30,Management and Business,Executive Assistant to Chairman Gamage Recruiters (Pvt) Ltd Colombo 07 Apr 2026 07 Apr,itpro.lk
Customer Development InternLONGWAppsNegombo06 Apr 202606 Apr,LONGWApps,,2026-04-06T23:32:15+05:30,Management and Business,Customer Development Intern LONGWApps Negombo 06 Apr 2026 06 Apr,itpro.lk
HR Executive (Remote US Shift)KD Marketing GroupRemote03 Apr 202603 Apr,KD Marketing Group,,2026-04-03T21:33:30+05:30,Management and Business,HR Executive (Remote US Shift) KD Marketing Group Remote 03 Apr 2026 03 Apr,itpro.lk
Senior Business AnalystDigiratina Technology SolutionsColombo02 Apr 202602 Apr,Digiratina Technology Solutions,,2026-04-02T21:31:44+05:30,Management and Business,Senior Business Analyst Digiratina Technology Solutions Colombo 02 Apr 2026 02 Apr,itpro.lk
Assistant HR ManagerSPIL LabsColombo02 Apr 202602 Apr,SPIL Labs,,2026-04-02T21:27:53+05:30,Management and Business,Assistant HR Manager SPIL Labs Colombo 02 Apr 2026 02 Apr,itpro.lk
Senior Project Manager — Business TransformationdxdyColombo02 Apr 202602 Apr,dxdy,,2026-04-02T02:51:08+05:30,Management and Business,Senior Project Manager — Business Transformation dxdy Colombo 02 Apr 2026 02 Apr,itpro.lk
Business Development Executive / Business Development ManagerOak Integrated SystemsColombo30 Mar 202630 Mar,Oak Integrated Systems,,2026-03-30T18:55:56+05:30,Management and Business,Business Development Executive / Business Development Manager Oak Integrated Systems Colombo 30 Mar 2026 30 Mar,itpro.lk
Associate / Junior Project ManagerVitalHub Innovations LabColombo30 Mar 202630 Mar,VitalHub Innovations Lab,,2026-03-30T11:39:55+05:30,Management and Business,Associate / Junior Project Manager VitalHub Innovations Lab Colombo 30 Mar 2026 30 Mar,itpro.lk
Business Development ExecutiveMinistry of BrandsKurunegala29 Mar 202629 Mar,Ministry of Brands,,2026-03-29T21:38:04+05:30,Management and Business,Business Development Executive Ministry of Brands Kurunegala 29 Mar 2026 29 Mar,itpro.lk
ERP Project Manager / ConsultantRichardson HoldingsColombo29 Mar 202629 Mar,Richardson Holdings,,2026-03-29T21:17:20+05:30,Management and Business,ERP Project Manager / Consultant Richardson Holdings Colombo 29 Mar 2026 29 Mar,itpro.lk
Senior IT ManagerLankatilesColombo29 Mar 202629 Mar,Lankatiles,,2026-03-29T21:02:48+05:30,Management and Business,Senior IT Manager Lankatiles Colombo 29 Mar 2026 29 Mar,itpro.lk
Product Sales Manager - Livestock SolutionsBileetaColombo28 Mar 202628 Mar,Bileeta,,2026-03-28T16:17:41+05:30,Management and Business,Product Sales Manager - Livestock Solutions Bileeta Colombo 28 Mar 2026 28 Mar,itpro.lk
"Finance, Compliance & HR LeadPembroke Investments (Pvt) LtdAhangama27 Mar 202627 Mar",Pembroke Investments (Pvt) Ltd,,2026-03-27T10:30:14+05:30,Management and Business,"Finance, Compliance & HR Lead Pembroke Investments (Pvt) Ltd Ahangama 27 Mar 2026 27 Mar",itpro.lk
Marketing & Administration InternWishmiQ LtdRemote27 Mar 202627 Mar,WishmiQ Ltd,,2026-03-27T06:47:04+05:30,Management and Business,Marketing & Administration Intern WishmiQ Ltd Remote 27 Mar 2026 27 Mar,itpro.lk
Business AnalystSurecore (Pvt) LtdColombo26 Mar 202626 Mar,Surecore (Pvt) Ltd,,2026-03-26T15:29:12+05:30,Management and Business,Business Analyst Surecore (Pvt) Ltd Colombo 26 Mar 2026 26 Mar,itpro.lk
HR ExecutiveAmerckColombo26 Mar 202626 Mar,Amerck,,2026-03-26T15:17:45+05:30,Management and Business,HR Executive Amerck Colombo 26 Mar 2026 26 Mar,itpro.lk
